output_metric,parameter,spearman_rho,absolute_rho,p_value,samples,q_value,fdr_significant_0p10,rank_abs_rho,subsystem
hybrid_pd,initial_position_error_x_m,-0.013564578448769784,0.013564578448769784,0.9152787123292939,64,0.9786036795266646,False,18,Initial state
hybrid_pd,initial_position_error_y_m,0.04686779897189155,0.04686779897189155,0.713056090434248,64,0.9786036795266646,False,8,Initial state
hybrid_pd,initial_position_error_z_m,-0.04459555994240219,0.04459555994240219,0.7264084190915053,64,0.9786036795266646,False,9,Initial state
hybrid_pd,initial_velocity_error_x_mps,-0.007298707185632474,0.007298707185632474,0.9543543466825648,64,0.9786036795266646,False,19,Initial state
hybrid_pd,initial_velocity_error_y_mps,0.028965309648642086,0.028965309648642086,0.8202658564978252,64,0.9786036795266646,False,15,Initial state
hybrid_pd,initial_velocity_error_z_mps,-0.04450375230484707,0.04450375230484707,0.726949646701851,64,0.9786036795266646,False,10,Initial state
hybrid_pd,non_gravitational_acceleration_mps2,0.3139821204385291,0.3139821204385291,0.01151730822301868,64,0.13244904456471482,False,2,Orbital disturbance
hybrid_pd,fault_magnitude_m,0.8403841622702296,0.8403841622702296,3.839319057724456e-18,64,8.830433832766249e-17,True,1,GNSS fault
hybrid_pd,fault_start_min,-0.004383814693257241,0.004383814693257241,0.9725745648808999,64,0.9786036795266646,False,21,GNSS fault
hybrid_pd,fault_duration_min,-0.04402176220768266,0.04402176220768266,0.729793267384022,64,0.9786036795266646,False,11,GNSS fault
hybrid_pd,gnss_outage_duration_min,-0.00353459404587233,0.00353459404587233,0.9778858586703558,64,0.9786036795266646,False,22,Mission outage
hybrid_pd,star_tracker_outage_duration_min,-0.16165029782518714,0.16165029782518714,0.20191089800236495,64,0.9287901308108788,False,5,Mission outage
hybrid_pd,dual_outage_duration_min,-0.007092140001133441,0.007092140001133441,0.9556448867859773,64,0.9786036795266646,False,20,Mission outage
hybrid_pfa,pseudorange_noise_std_m,0.3912307728774329,0.3912307728774329,0.0013905314907699496,64,0.03198222428770884,True,1,GNSS measurement
hybrid_pfa,accelerometer_noise_std_mps2,-0.11322962906196901,0.11322962906196901,0.37300783956893074,64,0.9597753477090696,False,7,Accelerometer
hybrid_pfa,accelerometer_bias_x_mps2,-0.010517330728946476,0.010517330728946476,0.9342629621333283,64,0.9597753477090696,False,22,Accelerometer
hybrid_pfa,accelerometer_bias_y_mps2,0.06739914151463934,0.06739914151463934,0.5966886242507498,64,0.9597753477090696,False,10,Accelerometer
hybrid_pfa,accelerometer_bias_z_mps2,0.1550899983871136,0.1550899983871136,0.22107050876377443,64,0.9597753477090696,False,4,Accelerometer
hybrid_pfa,gyro_noise_std_degps,0.04555188275980792,0.04555188275980792,0.7207786367544798,64,0.9597753477090696,False,13,Gyroscope
